OCC_HOUR,LOCATION_TYPE,PREMISES_TYPE,MCI_CATEGORY,LONG_WGS84,LAT_WGS84
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Theft Over,0,0
4,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.6007367875979,43.7318266241219
6,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4453193345626,43.6511955667422
9,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5529797210048,43.7514332838009
17,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5242684901771,43.7733109667018
22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4366652652844,43.6405772943617
15,Schools During Supervised Activity,Educational,Assault,-79.3543840509016,43.6806880218343
12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5160745352033,43.7507307824281
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.3738602466678,43.6486215704779
0,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5465262099962,43.7702866183688
2,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,Auto Theft,-79.5401995185254,43.628322716514
2,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,Auto Theft,-79.5401995185254,43.628322716514
3,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.1997684542596,43.8019684652109
18,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,0,0
2,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,Auto Theft,-79.5401995185254,43.628322716514
21,"Open Areas (Lakes, Parks, Rivers)",Outside,Robbery,-79.4562460701586,43.7612089675927
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.2117128057683,43.8009131813081
15,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2240530259325,43.7556730300707
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4820659578942,43.7266361406988
20,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3120845609898,43.8201570879556
0,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,0,0
5,Bar / Restaurant,Commercial,Assault,-79.5695175478085,43.7581782869497
20,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4516413885411,43.6636755844947
18,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.5704056426606,43.6763322474164
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,0,0
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4182344133148,43.6878939196379
3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.2938352640531,43.7605629292988
16,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5568998425087,43.6101198168381
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4403020482444,43.7024097379447
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4341094880053,43.6601391027493
14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2591698455305,43.7784380272832
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.3738602466678,43.6486215704779
8,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5158757511106,43.6988295084939
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5530218287103,43.6443528214432
11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3723862579924,43.6581644029417
11,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5187589269812,43.7691571849407
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3176053373147,43.8181570803751
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4338790835818,43.6968239152875
0,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4109343782376,43.7615026164836
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3110349736721,43.7780119239426
1,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4457553222831,43.7924127558532
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.6048799075112,43.7331461519808
20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4143941155109,43.6293986837548
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Theft Over,-79.4424923314443,43.6394310078312
18,"Construction Site (Warehouse, Trailer, Shed)",Commercial,Theft Over,-79.3912232498632,43.7111225633005
19,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5161975699883,43.7001519748185
13,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3110349736721,43.7780119239426
10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2387496036089,43.7938636896259
7,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4531646225546,43.6454927231009
11,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.3470374417857,43.7751009539344
3,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Break and Enter,-79.4561689034971,43.7204558370851
11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3317207827188,43.6667276970864
3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.2938352640531,43.7605629292988
18,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2646253504829,43.8095285615231
6,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4882282322468,43.6157307776998
20,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.475190347659,43.6708487104212
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4197383565084,43.6702461985744
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.4916590681686,43.7537345694804
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4580135651328,43.668733692405
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.359301554176,43.6609280260459
16,"Open Areas (Lakes, Parks, Rivers)",Outside,Robbery,-79.4763008850717,43.6511290769863
14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.4473494582604,43.641926328647
23,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5107643942578,43.6022819971282
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.385048112432,43.6660574834816
23,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4054093388425,43.6361628934562
14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3721893897998,43.6491248534994
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3297780287149,43.6820555096557
10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2387496036089,43.7938636896259
17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4196275038242,43.796316397278
11,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2875780506199,43.6726286983848
18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3809227673582,43.6563225842995
13,Schools During Supervised Activity,Educational,Assault,-79.2945194443437,43.6797113647131
10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.474811821016,43.6796419174488
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.519365436748,43.6964663471211
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2724029965633,43.7082889021105
5,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.617873592066,43.7350324326715
15,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.6107696477984,43.7378352097936
23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2624563169276,43.752059403335
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.5223698136684,43.6219236119811
12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Theft Over,-79.3752812852346,43.646355395441
23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2624563169276,43.752059403335
8,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4179163021883,43.7893554820846
17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4196275038242,43.796316397278
17,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.4258208041181,43.6494766951983
13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.284076993328,43.6939374907065
4,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.3750522184607,43.7088095213218
20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4143941155109,43.6293986837548
21,"Open Areas (Lakes, Parks, Rivers)",Outside,Robbery,-79.4562460701586,43.7612089675927
3,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5483688744758,43.7487716958889
10,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.2848332965546,43.7475125397076
10,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.382398439009,43.650271451585
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.519365436748,43.6964663471211
16,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3896995780063,43.6773745984707
18,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5947945721761,43.7155510663766
16,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4763008850717,43.6511290769863
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3650224391403,43.6524430881109
9,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5634885018859,43.705862274622
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5226030811728,43.6976030828703
21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4192689847954,43.7316361047539
1,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.5563720211793,43.699523834981
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4780584059622,43.7086530745628
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5903674066371,43.7340051934537
2,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,Auto Theft,-79.5401995185254,43.628322716514
18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.3397176916506,43.6703797269957
2,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,Break and Enter,-79.5401995185254,43.628322716514
14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.3734549499442,43.6572976899205
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3488120920135,43.6894265644432
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5141456237807,43.7206276568881
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5305500235948,43.6467671524556
11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.4643523020079,43.7019179934639
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2210802697121,43.8049328278019
22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.5184255869398,43.7187551479338
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3502228045879,43.6861681025119
10,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4159980347347,43.7816314770614
4,Bar / Restaurant,Commercial,Break and Enter,-79.4450661504179,43.6774977890956
17,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.598294578902,43.7385329101509
8,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4159980347347,43.7816314770614
12,"Apartment (Rooming House, Condo)",Apartment,Auto Theft,-79.3528803099712,43.783889659082
11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.3487640615805,43.7295738423969
1,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Break and Enter,-79.3177606394592,43.7765085970287
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5161975699883,43.7001519748185
4,Convenience Stores,Commercial,Break and Enter,-79.4288272855077,43.7002908655737
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.358071258744,43.7919559951776
5,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4531262731431,43.6541771033967
18,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.337077992713,43.7981221784442
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4096861683639,43.7259938841232
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5903674066371,43.7340051934537
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3437191362443,43.7758285046409
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4228501195505,43.6412319157113
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3335544464085,43.7957497420228
6,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5465262099962,43.7702866183688
7,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4812076103712,43.6229625904171
14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5276893130827,43.6597710582978
18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.3150963031471,43.7082199314851
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4319669784113,43.6972426681966
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2042744380865,43.795077705221
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2082283861458,43.7834837524923
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.1413033314538,43.7857258256323
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4319669784113,43.6972426681966
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4319669784113,43.6972426681966
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5161975699883,43.7001519748185
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4462189171897,43.677260000938
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4676922922282,43.6917098931505
13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.1932916432576,43.7632032663556
1,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3706986182213,43.7151956434425
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.5008445734049,43.7703343613741
14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4710502410785,43.6382544383361
0,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3005890595918,43.7197796916392
11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3668590715704,43.6510855414877
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.1702867981049,43.7908624894148
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3246119225713,43.7121459767016
14,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4317834251055,43.6489417328931
11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.38263784138,43.6529642847298
3,Bar / Restaurant,Commercial,Break and Enter,-79.4298253416354,43.6495783747694
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4040508019805,43.7811399732594
18,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4107451231037,43.7607077275402
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.1693531625116,43.7841352320723
2,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5307021391997,43.5908964571911
19,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3975830219621,43.6417630043025
2,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.5473728012811,43.6491712200806
2,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Break and Enter,-79.2437383313819,43.7376258964994
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4198033967305,43.7442037576492
2,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4004780894903,43.7165996853115
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.5442259697709,43.7009914387807
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5328645986521,43.6023488028702
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3154749885528,43.7715512913749
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3588689692619,43.6761961791918
22,Ttc Bus Stop / Shelter / Loop,Outside,Robbery,-79.5903674066371,43.7340051934537
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4790801333665,43.6504957161716
9,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4790169231414,43.6272998075901
19,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4986098383311,43.6655990995412
17,Ttc Subway Station,Transit,Assault,-79.3009844858288,43.6894256303084
3,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Break and Enter,-79.4775443732424,43.6491290594619
9,"Open Areas (Lakes, Parks, Rivers)",Outside,Robbery,-79.5134418219425,43.7580529338225
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4588265534304,43.6625270552092
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3426674874033,43.6906135351494
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.4794972742134,43.7339833576641
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2635432500898,43.7255797284389
9,Convenience Stores,Commercial,Assault,-79.5646274421688,43.7369066826896
20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.5148681834463,43.7434333372784
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4386904861518,43.7436216546005
9,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,Assault,-79.3710284454984,43.6582885117532
13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.2989726019821,43.7380957511987
20,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3250799329604,43.7654478391893
16,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5294028625753,43.7051352330713
4,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4376042058872,43.6594202630472
4,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4376042058872,43.6594202630472
15,Schools During Supervised Activity,Educational,Assault,-79.3327125020317,43.6822707385732
8,"Open Areas (Lakes, Parks, Rivers)",Outside,Robbery,0,0
16,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4384127786325,43.686367044156
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3895012795086,43.6459326578616
11,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4018031476525,43.7230970798882
17,Jails / Detention Centres,Other,Assault,-79.5158217523631,43.6120784476431
22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.367812471691,43.644338463207
9,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5680051565616,43.6512746335675
8,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Break and Enter,-79.2923209480139,43.745897083493
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.3246134482753,43.7600873065916
18,Pharmacy,Other,Robbery,-79.4224066263982,43.6434853629606
19,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2868864544302,43.6967616718492
17,"Construction Site (Warehouse, Trailer, Shed)",Commercial,Theft Over,-79.3920573664859,43.6453667620203
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4632615277181,43.6654088330112
13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3809227673582,43.6563225842995
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3691204567948,43.7912887328083
18,"Apartment (Rooming House, Condo)",Apartment,Robbery,-79.1880739975143,43.7672636737577
15,Ttc Subway Station,Transit,Assault,-79.3688299571072,43.6733244674943
19,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Theft Over,-79.5187804775283,43.6334290958034
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3787659361735,43.6543157680546
8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3983628513372,43.7067258009751
8,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3821142086579,43.6590897743863
8,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4099367644391,43.7875631038244
5,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5713676980517,43.7115411010765
4,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.2810747937924,43.7657958510698
4,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4800114848233,43.6600540130366
3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.2961239008065,43.7455528717686
3,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4043510205098,43.6531564071516
11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3105853155798,43.6790722133887
3,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Break and Enter,-79.2738862324373,43.7308392604866
4,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4376042058872,43.6594202630472
19,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4360337719145,43.6371701873696
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Robbery,-79.3799703459631,43.6540566122559
19,Ttc Bus,Transit,Assault,-79.2965953003418,43.8012621447981
22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2501403880821,43.7349845781384
0,"Apartment (Rooming House, Condo)",Apartment,Auto Theft,-79.4107451231037,43.7607077275402
13,Ttc Bus Stop / Shelter / Loop,Outside,Assault,-79.5052709285866,43.6007556250278
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4118604401987,43.6340690694362
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3992029389178,43.6942722307325
18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.381108948255,43.642053465315
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.3246134482753,43.7600873065916
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.3246134482753,43.7600873065916
21,Bar / Restaurant,Commercial,Assault,-79.5523127434795,43.7499385772347
15,Ttc Subway Station,Transit,Assault,-79.3688299571072,43.6733244674943
7,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3049358657128,43.7159806222959
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5161975699883,43.7001519748185
7,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3049358657128,43.7159806222959
15,Ttc Subway Station,Transit,Assault,-79.3688299571072,43.6733244674943
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3787659361735,43.6543157680546
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3728278545934,43.6692384602317
7,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3049358657128,43.7159806222959
7,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3049358657128,43.7159806222959
13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.3926973216435,43.6711796263541
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.5372871017611,43.7170173901675
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3657524659767,43.6553339969619
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3732836450085,43.7891432257739
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Robbery,-79.4235496370075,43.6397169389751
16,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4317834251055,43.6489417328931
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4301333441052,43.7207876332217
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.2738862324373,43.7308392604866
10,Ttc Bus Stop / Shelter / Loop,Outside,Robbery,-79.219764948068,43.7610003984235
14,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5104223788272,43.7247661369879
14,Other Passenger Train Station,Transit,Assault,-79.3805774952918,43.6464145918027
17,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4897831594244,43.6127244605352
17,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3394320314583,43.6800079505669
23,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4544517718271,43.6705163371564
18,Community Group Home,Other,Assault,-79.3584197330299,43.6784100018661
10,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3346068481952,43.7553045934032
10,Bar / Restaurant,Commercial,Break and Enter,-79.4431576634572,43.7545608175741
7,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3049358657128,43.7159806222959
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3337552635842,43.6847076117163
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2635432500898,43.7255797284389
7,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3049358657128,43.7159806222959
7,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.1725150685369,43.7764716912115
7,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5158757511106,43.6988295084939
7,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5106282120447,43.6455976828577
15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3837625531538,43.6557097782262
11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4133479250297,43.6902148984204
17,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.3813590033143,43.6666965628134
17,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3019275349423,43.8013344973109
